SOC,OCV
0.0,2.5254560829622847
1.0,2.701058875627693
2.0,2.8297879168408886
3.0,2.924548977596998
4.0,2.995221641532958
5.0,3.0492384757873925
6.0,3.092075208374265
7.0,3.127662691443546
8.0,3.1587304323120677
9.0,3.1870905433077
10.0,3.2138700944022918
11.0,3.2396990464961117
12.0,3.2648601953021408
13.0,3.289406863366354
14.0,3.3132534382145122
15.0,3.3362432653619947
16.0,3.3581978634462852
17.0,3.3789509325881815
18.0,3.398370173864083
19.0,3.4163695251452957
20.0,3.432914044258894
21.0,3.4480193322364983
22.0,3.46174708519177
23.0,3.4741980910134505
24.0,3.4855037445488457
25.0,3.495816940313165
26.0,3.505303013084613
27.0,3.5141312321846683
28.0,3.5224672130110934
29.0,3.530466487759166
30.0,3.5382693745694183
31.0,3.5459971989712296
32.0,3.553749851904492
33.0,3.5616046133142194
34.0,3.56961612789699
35.0,3.577817388674103
36.0,3.586221563367813
37.0,3.5948244868240415
38.0,3.603607638771743
39.0,3.612541428918881
40.0,3.6215886196954368
41.0,3.630707729858393
42.0,3.639856278746374
43.0,3.6489937503155145
44.0,3.6580841774020985
45.0,3.6670982691695184
46.0,3.676015027721098
47.0,3.6848228227409408
48.0,3.6935199152219993
49.0,3.702114442288909
50.0,3.710623894405898
51.0,3.7190741334779993
52.0,3.727498015144466
53.0,3.735933690692248
54.0,3.7444226732427808
55.0,3.7530077590466058
56.0,3.7617308977710397
57.0,3.770631105521611
58.0,3.779742511116929
59.0,3.789092619753653
60.0,3.7987008690641026
61.0,3.8085775405875193
62.0,3.8187230754330663
63.0,3.829127826434581
64.0,3.839772261048959
65.0,3.8506276099107444
66.0,3.8616569358497363
67.0,3.872816578034673
68.0,3.8840579061023695
69.0,3.8953293006548337
70.0,3.9065782598178314
71.0,3.9177535177595075
72.0,3.9288070508153456
73.0,3.939695841124095
74.0,3.9503832677312256
75.0,3.9608400014715976
76.0,3.9710442943597966
77.0,3.9809815772695964
78.0,3.99064331310915
79.0,4.000025097597434
80.0,4.009124057169355
81.0,4.017935665659108
82.0,4.0264501889377415
83.0,4.034649071535876
84.0,4.042501703173083
85.0,4.049963147373067
86.0,4.056973580901216
87.0,4.06346038354785
88.0,4.069344034060112
89.0,4.074549212787418
90.0,4.079022785374409
91.0,4.082760647703829
92.0,4.085845752833502
93.0,4.08850001529635
94.0,4.091153203756156
95.0,4.094532385911629
96.0,4.09977598894481
97.0,4.108577079798307
98.0,4.1233610608329165
99.0,4.147503617634094
100.0,4.185595447215237
