SOC,OCV
0.0,2.52416685853705
1.0,2.7008686522384746
2.0,2.8301802026643577
3.0,2.9251830194922537
4.0,2.9958887834456243
5.0,3.049826770225671
6.0,3.0925410714551993
7.0,3.128008528862781
8.0,3.158987288773858
9.0,3.1873049421758655
10.0,3.214094338281262
11.0,3.239984343780956
12.0,3.2652520630774404
13.0,3.2899423339896736
14.0,3.313959666068938
15.0,3.337137192156426
16.0,3.3592866556099628
17.0,3.3802329532510416
18.0,3.399836295117278
19.0,3.418004624193581
20.0,3.4346985601431186
21.0,3.449930788432752
22.0,3.463761507974422
23.0,3.476291274372733
24.0,3.487652330028988
25.0,3.497999294713977
26.0,3.507499898857907
27.0,3.5163262748488933
28.0,3.524647177274171
29.0,3.5326213795385755
30.0,3.5403923899652567
31.0,3.548084543704395
32.0,3.5558004559840897
33.0,3.563619765931995
34.0,3.5715990569396943
35.0,3.5797728079526463
36.0,3.588155208834003
37.0,3.5967426608069233
38.0,3.605516778744133
39.0,3.614447714595867
40.0,3.6234976294711605
41.0,3.6326241547868614
42.0,3.6417836995351367
43.0,3.6509344801910038
44.0,3.6600391712730067
45.0,3.669067097303685
46.0,3.6779959101831494
47.0,3.686812719164871
48.0,3.695514663091659
49.0,3.7041089358154164
50.0,3.7126122953124954
51.0,3.721050104517442
52.0,3.729454966992763
53.0,3.7378650329558636
54.0,3.746322060665983
55.0,3.754869324606758
56.0,3.7635494651389925
57.0,3.7724023743684416
58.0,3.7814632098566716
59.0,3.790760621591285
60.0,3.8003152685221107
61.0,3.8101386890906612
62.0,3.820232575866033
63.0,3.8305884879984538
64.0,3.8411880169873363
65.0,3.8520034018798333
66.0,3.8629985697782656
67.0,3.874130557171851
68.0,3.885351247709113
69.0,3.896609343231648
70.0,3.9078524680528828
71.0,3.9190292923360115
72.0,3.930091549974782
73.0,3.940995820360727
74.0,3.9517049431508826
75.0,3.9621889412872213
76.0,3.9724253416838176
77.0,3.9823988057872426
78.0,3.992100015532512
79.0,4.001523804740162
80.0,4.010666583607253
81.0,4.019523175807387
82.0,4.028083275104885
83.0,4.036327833865793
84.0,4.044225819287917
85.0,4.0517319179126225
86.0,4.058785936304783
87.0,4.0653148363878575
88.0,4.0712385616327005
89.0,4.076481054905935
90.0,4.080988144593642
91.0,4.084754281974394
92.0,4.087860454423297
93.0,4.090525976451491
94.0,4.093177276163377
95.0,4.096537251756486
96.0,4.101739272333493
97.0,4.110470442433736
98.0,4.125149343405841
99.0,4.149144108121443
100.0,4.187037382552678
