SOC,OCV
0.0,2.521525733076141
1.0,2.695099754683241
2.0,2.822140093965355
3.0,2.915458919762791
4.0,2.9848797709735324
5.0,3.037805549480873
6.0,3.0796998337470627
7.0,3.114491950131666
8.0,3.1449152777536997
9.0,3.1727873654760517
10.0,3.199239603592605
11.0,3.224903415344425
12.0,3.2500592118406164
13.0,3.2747536857293422
14.0,3.298890401530176
15.0,3.3222980714336416
16.0,3.34478038218838
17.0,3.366150759080026
18.0,3.386255014665286
19.0,3.4049844306247774
20.0,3.4222814586616885
21.0,3.438139898680744
22.0,3.452601117472093
23.0,3.4657476067938395
24.0,3.477694944149582
25.0,3.488583010805818
26.0,3.4985671378586205
27.0,3.507809690667729
28.0,3.5164724630152513
29.0,3.524710133259756
30.0,3.5326649339464753
31.0,3.5404626022595194
32.0,3.548209609882662
33.0,3.555991615844226
34.0,3.563873043394053
35.0,3.5718976505885704
36.0,3.5800899427908304
37.0,3.5884572625361977
38.0,3.5969923870342235
39.0,3.6056764648975665
40.0,3.6144821304900825
41.0,3.6233766456088343
42.0,3.6323249331525416
43.0,3.641292385141193
44.0,3.650247347149132
45.0,3.659163202162252
46.0,3.668019998411813
47.0,3.6768055872392544
48.0,3.6855162579756686
49.0,3.6941568766555966
50.0,3.7027405537036375
51.0,3.7112878821588082
52.0,3.7198258021712434
53.0,3.7283861592216603
54.0,3.7370040324960105
55.0,3.7457159159928937
56.0,3.754557838143511
57.0,3.7635635059538397
58.0,3.7727625569215144
59.0,3.782178996416568
60.0,3.7918298898404674
61.0,3.801724368037447
62.0,3.811862991252889
63.0,3.822237501846937
64.0,3.832830979235587
65.0,3.84361839265487
66.0,3.8545675288157577
67.0,3.8656402527825326
68.0,3.8767940422011367
69.0,3.8879837179616628
70.0,3.89916327901443
71.0,3.9102877366090936
72.0,3.9213148338887445
73.0,3.9322065321294914
74.0,3.9429301452558887
75.0,3.9534590112402386
76.0,3.963772603015467
77.0,3.973856004299778
78.0,3.9836987081741264
79.0,3.9932927393448536
80.0,4.002630156780224
81.0,4.011700062297536
82.0,4.020485324930338
83.0,4.028959331326217
84.0,4.037083191038094
85.0,4.044803963705483
86.0,4.052054634383994
87.0,4.058756745678907
88.0,4.06482680220659
89.0,4.070187796450172
90.0,4.074787466835434
91.0,4.0786251914506115
92.0,4.081789744380075
93.0,4.084510501839316
94.0,4.087225079401755
95.0,4.0906668164416295
96.0,4.095975998131717
97.0,4.104839224104875
98.0,4.11966189543034
99.0,4.143779403863013
100.0,4.181713268333875
