current,SoC,r0
2.66036319732666,12.404097541524198,0.0698855155071061
2.66036319732666,22.13148380460494,0.0391560599333198
2.66036319732666,31.85887006768568,0.0425476345107719
2.66036319732666,41.58625633076642,0.0371106681129997
2.66036319732666,51.31364259384716,0.029214970495892
2.66036319732666,61.041028856927895,0.0263267210862639
2.66036319732666,70.76841512000864,0.0241514954345344
2.66036319732666,80.49580138308937,0.0137864495120775
2.66036319732666,90.22318764617012,0.0057337191895743
2.66036319732666,99.95057390925086,0.025860866149109
2.9036821259392633,12.404097541524198,0.0698855155071061
2.9036821259392633,22.13148380460494,0.06499182305572594
2.9036821259392633,31.85887006768568,0.03795976884478738
2.9036821259392633,41.58625633076642,0.04015522048887919
2.9036821259392633,51.31364259384716,0.03361022267971864
2.9036821259392633,61.041028856927895,0.02753663409302302
2.9036821259392633,70.76841512000864,0.025169531452501198
2.9036821259392633,80.49580138308937,0.018147161501593734
2.9036821259392633,90.22318764617012,0.01016108663870818
2.9036821259392633,99.95057390925086,0.025860866149109
3.1470010545518665,12.404097541524198,0.0698855155071061
3.1470010545518665,22.13148380460494,0.0391560599333198
3.1470010545518665,31.85887006768568,0.06010045344239885
3.1470010545518665,41.58625633076642,0.0368254292563643
3.1470010545518665,51.31364259384716,0.036963448367416336
3.1470010545518665,61.041028856927895,0.02906351515574656
3.1470010545518665,70.76841512000864,0.02605841761856241
3.1470010545518665,80.49580138308937,0.021637577564038942
3.1470010545518665,90.22318764617012,0.013008946555252955
3.1470010545518665,99.95057390925086,0.025860866149109
3.3903199831644693,12.404097541524198,0.0698855155071061
3.3903199831644693,22.13148380460494,0.0391560599333198
3.3903199831644693,31.85887006768568,0.0425476345107719
3.3903199831644693,41.58625633076642,0.055209083829071706
3.3903199831644693,51.31364259384716,0.03569108966794124
3.3903199831644693,61.041028856927895,0.03377167624595352
3.3903199831644693,70.76841512000864,0.02711769210704451
3.3903199831644693,80.49580138308937,0.024807385573996327
3.3903199831644693,90.22318764617012,0.01585680647179773
3.3903199831644693,99.95057390925086,0.025860866149109
3.6336389117770724,12.404097541524198,0.0698855155071061
3.6336389117770724,22.13148380460494,0.0391560599333198
3.6336389117770724,31.85887006768568,0.0425476345107719
3.6336389117770724,41.58625633076642,0.0371106681129997
3.6336389117770724,51.31364259384716,0.05031771421574457
3.6336389117770724,61.041028856927895,0.03455675007951817
3.6336389117770724,70.76841512000864,0.02951153466152473
3.6336389117770724,80.49580138308937,0.025696271740057536
3.6336389117770724,90.22318764617012,0.01870466638834251
3.6336389117770724,99.95057390925086,0.025860866149109
3.8769578403896756,12.404097541524198,0.0698855155071061
3.8769578403896756,22.13148380460494,0.0391560599333198
3.8769578403896756,31.85887006768568,0.0425476345107719
3.8769578403896756,41.58625633076642,0.0371106681129997
3.8769578403896756,51.31364259384716,0.029214970495892
3.8769578403896756,61.041028856927895,0.04542634460241749
3.8769578403896756,70.76841512000864,0.033008043318994096
3.8769578403896756,80.49580138308937,0.02669875012106601
3.8769578403896756,90.22318764617012,0.022004013825351366
3.8769578403896756,99.95057390925086,0.025860866149109
4.120276769002278,12.404097541524198,0.0698855155071061
4.120276769002278,22.13148380460494,0.0391560599333198
4.120276769002278,31.85887006768568,0.0425476345107719
4.120276769002278,41.58625633076642,0.0371106681129997
4.120276769002278,51.31364259384716,0.029214970495892
4.120276769002278,61.041028856927895,0.0263267210862639
4.120276769002278,70.76841512000864,0.04053497498909033
4.120276769002278,80.49580138308937,0.029816271197531267
4.120276769002278,90.22318764617012,0.02533412586155266
4.120276769002278,99.95057390925086,0.025860866149109
4.3635956976148815,12.404097541524198,0.0698855155071061
4.3635956976148815,22.13148380460494,0.0391560599333198
4.3635956976148815,31.85887006768568,0.0425476345107719
4.3635956976148815,41.58625633076642,0.0371106681129997
4.3635956976148815,51.31364259384716,0.029214970495892
4.3635956976148815,61.041028856927895,0.0263267210862639
4.3635956976148815,70.76841512000864,0.0241514954345344
4.3635956976148815,80.49580138308937,0.03564360537576322
4.3635956976148815,90.22318764617012,0.026279808135087505
4.3635956976148815,99.95057390925086,0.025860866149109
4.606914626227485,12.404097541524198,0.0698855155071061
4.606914626227485,22.13148380460494,0.0391560599333198
4.606914626227485,31.85887006768568,0.0425476345107719
4.606914626227485,41.58625633076642,0.0371106681129997
4.606914626227485,51.31364259384716,0.029214970495892
4.606914626227485,61.041028856927895,0.0263267210862639
4.606914626227485,70.76841512000864,0.0241514954345344
4.606914626227485,80.49580138308937,0.0137864495120775
4.606914626227485,90.22318764617012,0.030752235762436114
4.606914626227485,99.95057390925086,0.025860866149109
4.850233554840088,12.404097541524198,0.0698855155071061
4.850233554840088,22.13148380460494,0.0391560599333198
4.850233554840088,31.85887006768568,0.0425476345107719
4.850233554840088,41.58625633076642,0.0371106681129997
4.850233554840088,51.31364259384716,0.029214970495892
4.850233554840088,61.041028856927895,0.0263267210862639
4.850233554840088,70.76841512000864,0.0241514954345344
4.850233554840088,80.49580138308937,0.0137864495120775
4.850233554840088,90.22318764617012,0.0057337191895743
4.850233554840088,99.95057390925086,0.025860866149109
