current,SoC,c1
2.66036319732666,12.404097541524198,1308.7601505323364
2.66036319732666,22.13148380460494,735.431437753804
2.66036319732666,31.85887006768568,1376.427122468381
2.66036319732666,41.58625633076642,426.5756924870277
2.66036319732666,51.31364259384716,612.726894607659
2.66036319732666,61.041028856927895,466.5044841820673
2.66036319732666,70.76841512000864,1474.948712676024
2.66036319732666,80.49580138308937,3.3001992286915893
2.66036319732666,90.22318764617012,1.3223533154763851
2.66036319732666,99.95057390925086,195.5944185833377
2.9036821259392633,12.404097541524198,1308.7601505323364
2.9036821259392633,22.13148380460494,1185.0392007809803
2.9036821259392633,31.85887006768568,728.5434543665685
2.9036821259392633,41.58625633076642,1151.126796005882
2.9036821259392633,51.31364259384716,453.9819860560142
2.9036821259392633,61.041028856927895,500.28282805849096
2.9036821259392633,70.76841512000864,948.89796343875
2.9036821259392633,80.49580138308937,453.3820650116538
2.9036821259392633,90.22318764617012,23.44029205178064
2.9036821259392633,99.95057390925086,195.5944185833377
3.1470010545518665,12.404097541524198,1308.7601505323364
3.1470010545518665,22.13148380460494,735.431437753804
3.1470010545518665,31.85887006768568,1061.3586030062754
3.1470010545518665,41.58625633076642,733.3629492526047
3.1470010545518665,51.31364259384716,786.2304025887169
3.1470010545518665,61.041028856927895,506.0365077258185
3.1470010545518665,70.76841512000864,482.7057922344029
3.1470010545518665,80.49580138308937,779.8285217658052
3.1470010545518665,90.22318764617012,45.176688604646785
3.1470010545518665,99.95057390925086,195.5944185833377
3.3903199831644693,12.404097541524198,1308.7601505323364
3.3903199831644693,22.13148380460494,735.431437753804
3.3903199831644693,31.85887006768568,1376.427122468381
3.3903199831644693,41.58625633076642,937.6780052315696
3.3903199831644693,51.31364259384716,738.1824441386423
3.3903199831644693,61.041028856927895,421.3340091715546
3.3903199831644693,70.76841512000864,424.1107256897027
3.3903199831644693,80.49580138308937,1008.591562623177
3.3903199831644693,90.22318764617012,66.91308515751295
3.3903199831644693,99.95057390925086,195.5944185833377
3.6336389117770724,12.404097541524198,1308.7601505323364
3.6336389117770724,22.13148380460494,735.431437753804
3.6336389117770724,31.85887006768568,1376.427122468381
3.6336389117770724,41.58625633076642,426.5756924870277
3.6336389117770724,51.31364259384716,813.9974074568642
3.6336389117770724,61.041028856927895,743.0019390246783
3.6336389117770724,70.76841512000864,385.20430412172345
3.6336389117770724,80.49580138308937,542.3993914188297
3.6336389117770724,90.22318764617012,88.64948171037912
3.6336389117770724,99.95057390925086,195.5944185833377
3.8769578403896756,12.404097541524198,1308.7601505323364
3.8769578403896756,22.13148380460494,735.431437753804
3.8769578403896756,31.85887006768568,1376.427122468381
3.8769578403896756,41.58625633076642,426.5756924870277
3.8769578403896756,51.31364259384716,612.726894607659
3.8769578403896756,61.041028856927895,690.3168096821595
3.8769578403896756,70.76841512000864,673.3606072946097
3.8769578403896756,80.49580138308937,347.9386233209144
3.8769578403896756,90.22318764617012,324.48824179749573
3.8769578403896756,99.95057390925086,195.5944185833377
4.120276769002278,12.404097541524198,1308.7601505323364
4.120276769002278,22.13148380460494,735.431437753804
4.120276769002278,31.85887006768568,1376.427122468381
4.120276769002278,41.58625633076642,426.5756924870277
4.120276769002278,51.31364259384716,612.726894607659
4.120276769002278,61.041028856927895,466.5044841820673
4.120276769002278,70.76841512000864,566.6362119074532
4.120276769002278,80.49580138308937,308.4642138774467
4.120276769002278,90.22318764617012,602.0929906032575
4.120276769002278,99.95057390925086,195.5944185833377
4.3635956976148815,12.404097541524198,1308.7601505323364
4.3635956976148815,22.13148380460494,735.431437753804
4.3635956976148815,31.85887006768568,1376.427122468381
4.3635956976148815,41.58625633076642,426.5756924870277
4.3635956976148815,51.31364259384716,612.726894607659
4.3635956976148815,61.041028856927895,466.5044841820673
4.3635956976148815,70.76841512000864,1474.948712676024
4.3635956976148815,80.49580138308937,442.9556141327481
4.3635956976148815,90.22318764617012,271.76652095212603
4.3635956976148815,99.95057390925086,195.5944185833377
4.606914626227485,12.404097541524198,1308.7601505323364
4.606914626227485,22.13148380460494,735.431437753804
4.606914626227485,31.85887006768568,1376.427122468381
4.606914626227485,41.58625633076642,426.5756924870277
4.606914626227485,51.31364259384716,612.726894607659
4.606914626227485,61.041028856927895,466.5044841820673
4.606914626227485,70.76841512000864,1474.948712676024
4.606914626227485,80.49580138308937,3.3001992286915893
4.606914626227485,90.22318764617012,319.27501635804293
4.606914626227485,99.95057390925086,195.5944185833377
4.850233554840088,12.404097541524198,1308.7601505323364
4.850233554840088,22.13148380460494,735.431437753804
4.850233554840088,31.85887006768568,1376.427122468381
4.850233554840088,41.58625633076642,426.5756924870277
4.850233554840088,51.31364259384716,612.726894607659
4.850233554840088,61.041028856927895,466.5044841820673
4.850233554840088,70.76841512000864,1474.948712676024
4.850233554840088,80.49580138308937,3.3001992286915893
4.850233554840088,90.22318764617012,1.3223533154763851
4.850233554840088,99.95057390925086,195.5944185833377
