Time,Voltage,Current
16160,3.809469699859619,0.0
16161,3.720019578933716,-2.660313606262207
16162,3.7176074981689453,-2.6603169441223145
16163,3.715550184249878,-2.660335063934326
16164,3.7138872146606445,-2.6603331565856934
16165,3.712301015853882,-2.6603341102600098
16166,3.710930109024048,-2.6603293418884277
16167,3.7096261978149414,-2.660305976867676
16168,3.7084624767303467,-2.660348892211914
16169,3.707280158996582,-2.6602673530578613
16170,3.7061703205108643,-2.6603622436523438
16171,3.7061805725097656,-2.66036319732666
16172,3.7944180965423584,0.0
16173,3.795874834060669,0.0
16174,3.7966320514678955,0.0
16175,3.7973082065582275,0.0
16176,3.798060178756714,0.0
16177,3.798393964767456,0.0
16178,3.7987773418426514,0.0
16179,3.799251079559326,0.0
16180,3.7993552684783936,0.0
16181,3.799666404724121,0.0
16182,3.7998647689819336,0.0
16183,3.8000247478485107,0.0
16184,3.800326347351074,0.0
16185,3.8003010749816895,0.0
16186,3.8007192611694336,0.0
16187,3.800750494003296,0.0
16188,3.8011634349823,0.0
16189,3.801201581954956,0.0
16190,3.801058053970337,0.0
16191,3.801323175430298,0.0
16192,3.8013675212860107,0.0
16193,3.8014423847198486,0.0
16194,3.8018109798431396,0.0
16195,3.8017256259918213,0.0
16196,3.8018248081207275,0.0
16197,3.8019943237304688,0.0
16198,3.802027463912964,0.0
16199,3.802150011062622,0.0
16200,3.802126407623291,0.0
16201,3.8022384643554688,0.0
16202,3.802288055419922,0.0
16203,3.8023793697357178,0.0
16204,3.802523612976074,0.0
16205,3.8025107383728027,0.0
16206,3.8026835918426514,0.0
16207,3.802583694458008,0.0
16208,3.802535057067871,0.0
16209,3.802870512008667,0.0
16210,3.802827835083008,0.0
16211,3.8028619289398193,0.0
16212,3.802896499633789,0.0
16213,3.870044708251953,2.0002593994140625
16214,3.8720204830169678,2.000244140625
16215,3.873411178588867,2.0002641677856445
16216,3.874596118927002,2.0002079010009766
16217,3.875962495803833,2.0002431869506836
16218,3.8767483234405518,2.00026798248291
16219,3.877645254135132,2.000293731689453
16220,3.8784589767456055,2.0002641677856445
16221,3.879302978515625,2.000284194946289
16222,3.879901885986328,2.000241279602051
16223,3.879953145980835,2.0002431869506836
16224,3.813621997833252,0.0
16225,3.812603235244751,0.0
16226,3.8120739459991455,0.0
16227,3.8116061687469482,0.0
