Time,Voltage,Current,SoC
3962,4.088156700134277,-0.0,89.97192262101146
3963,3.996720552444458,2.6603264808654785,89.9566859286812
3964,3.993889331817627,2.660338878631592,89.94144916534424
3965,3.9916677474975586,2.6603903770446777,89.92621210705647
3966,3.989837884902954,2.6603565216064453,89.91097524267155
3967,3.98842453956604,2.660330295562744,89.89573852849307
3968,3.986928701400757,2.6603846549987793,89.88050150297761
3969,3.9854907989501953,2.6603331565856934,89.86526477241297
3970,3.9844460487365723,2.6603689193725586,89.85002783702139
3971,3.983041286468506,2.6602730751037598,89.83479145056603
3972,3.9820566177368164,2.6603641510009766,89.8195545424847
3973,3.982046127319336,2.6603660583496094,89.80431762347926
3974,4.072714805603027,-0.0,89.80431762347926
3975,4.074735641479492,-0.0,89.80431762347926
3976,4.076029300689697,-0.0,89.80431762347926
3977,4.076923847198486,-0.0,89.80431762347926
3978,4.077664852142334,-0.0,89.80431762347926
3979,4.078241348266602,-0.0,89.80431762347926
3980,4.078810691833496,-0.0,89.80431762347926
3981,4.079256534576416,-0.0,89.80431762347926
3982,4.07962703704834,-0.0,89.80431762347926
3983,4.0800347328186035,-0.0,89.80431762347926
3984,4.080340385437012,-0.0,89.80431762347926
3985,4.0805230140686035,-0.0,89.80431762347926
3986,4.080842018127441,-0.0,89.80431762347926
3987,4.081060409545898,-0.0,89.80431762347926
3988,4.081255912780762,-0.0,89.80431762347926
3989,4.081434726715088,-0.0,89.80431762347926
3990,4.081637382507324,-0.0,89.80431762347926
3991,4.081845283508301,-0.0,89.80431762347926
3992,4.081906795501709,-0.0,89.80431762347926
3993,4.082099914550781,-0.0,89.80431762347926
3994,4.082170486450195,-0.0,89.80431762347926
3995,4.082248687744141,-0.0,89.80431762347926
3996,4.082371234893799,-0.0,89.80431762347926
3997,4.08261251449585,-0.0,89.80431762347926
3998,4.082745552062988,-0.0,89.80431762347926
3999,4.082680702209473,-0.0,89.80431762347926
4000,4.082799434661865,-0.0,89.80431762347926
4001,4.082979679107666,-0.0,89.80431762347926
4002,4.083056926727295,-0.0,89.80431762347926
4003,4.083151817321777,-0.0,89.80431762347926
4004,4.083276748657227,-0.0,89.80431762347926
4005,4.083308219909668,-0.0,89.80431762347926
4006,4.083371639251709,-0.0,89.80431762347926
4007,4.0834760665893555,-0.0,89.80431762347926
4008,4.0836334228515625,-0.0,89.80431762347926
4009,4.083695888519287,-0.0,89.80431762347926
4010,4.083650588989258,-0.0,89.80431762347926
4011,4.083687782287598,-0.0,89.80431762347926
4012,4.083829879760742,-0.0,89.80431762347926
4013,4.083917617797852,-0.0,89.80431762347926
4014,4.083926200866699,-0.0,89.80431762347926
4015,4.1524763107299805,-2.0002145767211914,89.8157736061638
4016,4.154560565948486,-2.0002994537353516,89.827230074971
4017,4.156110763549805,-2.000223159790039,89.83868610681401
4018,4.157170295715332,-2.0002994537353516,89.85014257562119
4019,4.158274173736572,-2.000274658203125,89.86159890241503
4020,4.159165859222412,-2.000223159790039,89.87305493425804
4021,4.15993595123291,-2.000242233276367,89.8845110753421
4022,4.160762786865234,-2.0002517700195312,89.89596727104667
4023,4.161431312561035,-2.000239372253418,89.90742339574457
4024,4.162105083465576,-2.0001840591430664,89.91887920364346
4025,4.1620893478393555,-2.00018310546875,89.93033500608027
4026,4.094585418701172,-0.0,89.93033500608027
4027,4.093288421630859,-0.0,89.93033500608027
4028,4.092748641967773,-0.0,89.93033500608027
4029,4.092276096343994,-0.0,89.93033500608027
4030,4.09175443649292,-0.0,89.93033500608027
4031,4.091587543487549,-0.0,89.93033500608027
4032,4.091124057769775,-0.0,89.93033500608027
4033,4.091178894042969,-0.0,89.93033500608027
4034,4.090806007385254,-0.0,89.93033500608027
4035,4.090745449066162,-0.0,89.93033500608027
4036,4.090452194213867,-0.0,89.93033500608027
4037,4.090317726135254,-0.0,89.93033500608027
4038,4.090234279632568,-0.0,89.93033500608027
4039,4.090071678161621,-0.0,89.93033500608027
4040,4.089883804321289,-0.0,89.93033500608027
4041,4.089823246002197,-0.0,89.93033500608027
4042,4.089744567871094,-0.0,89.93033500608027
4043,4.089788913726807,-0.0,89.93033500608027
4044,4.0895586013793945,-0.0,89.93033500608027
4045,4.089487552642822,-0.0,89.93033500608027
4046,4.0896196365356445,-0.0,89.93033500608027
4047,4.089480400085449,-0.0,89.93033500608027
4048,4.08935546875,-0.0,89.93033500608027
4049,4.0892510414123535,-0.0,89.93033500608027
4050,4.089311122894287,-0.0,89.93033500608027
4051,4.08925199508667,-0.0,89.93033500608027
4052,4.089104175567627,-0.0,89.93033500608027
4053,4.08914852142334,-0.0,89.93033500608027
4054,4.089022636413574,-0.0,89.93033500608027
4055,4.089079856872559,-0.0,89.93033500608027
4056,4.088917255401611,-0.0,89.93033500608027
4057,4.088887691497803,-0.0,89.93033500608027
4058,4.088998794555664,-0.0,89.93033500608027
4059,4.088939189910889,-0.0,89.93033500608027
4060,4.088921546936035,-0.0,89.93033500608027
4061,4.088962554931641,-0.0,89.93033500608027
4062,4.088719844818115,-0.0,89.93033500608027
4063,4.088856220245361,-0.0,89.93033500608027
4064,4.088825225830078,-0.0,89.93033500608027
4065,4.088840007781982,-0.0,89.93033500608027
4066,4.088839054107666,-0.0,89.93033500608027
4067,3.922337770462036,4.850429534912109,89.90255476819418
4068,3.917459487915039,4.850376129150391,89.87477483618301
4069,3.9135072231292725,4.850409984588623,89.84699471026897
4070,3.9101102352142334,4.850400924682617,89.81921463624445
4071,3.9072303771972656,4.850457191467285,89.79143423995885
4072,3.904583692550659,4.850458145141602,89.76365383821118
4073,3.902143716812134,4.850428581237793,89.73587360578713
4074,3.899815082550049,4.85042667388916,89.7080933842872
4075,3.8977749347686768,4.850423812866211,89.68031317917342
4076,3.8958451747894287,4.850430488586426,89.65253293582528
4077,3.8939895629882812,4.850405216217041,89.62475283722151
4078,3.8923213481903076,4.850399017333984,89.59697277412108
4079,3.8906776905059814,4.850424766540527,89.56919256354526
4080,3.889218330383301,4.850407123565674,89.54141245401739
4081,3.8877363204956055,4.8504109382629395,89.51363232264131
4082,3.8865010738372803,4.850420951843262,89.48585213391368
4083,3.8849895000457764,4.850404262542725,89.45807204077198
4084,3.8838489055633545,4.850420951843262,89.43029185204435
4085,3.882535696029663,4.850409030914307,89.40251173159237
4086,3.8814055919647217,4.8504157066345215,89.37473157290604
4087,3.880326986312866,4.850414752960205,89.34695141968176
4088,3.8791604042053223,4.850431442260742,89.31917117087156
4089,3.878204107284546,4.850461483001709,89.29139075000671
4090,3.877239465713501,4.850399971008301,89.26361068144423
4091,3.8762381076812744,4.850481033325195,89.23583014860732
4092,3.8753793239593506,4.850401878356934,89.20805006912074
4093,3.874499559402466,4.850407123565674,89.18026995959288
4094,3.873518943786621,4.850394248962402,89.1524899238027
4095,3.872711420059204,4.850433349609375,89.1247096640684
4096,3.8719353675842285,4.850434303283691,89.09692939887205
4097,3.871238946914673,4.850373268127441,89.06914948324703
