Time,Voltage,Current,SoC
36490,3.2496132850646973,-0.0,9.413351501932397
36491,3.142439603805542,2.66025447845459,9.39811522198707
36492,3.137277126312256,2.6602864265441895,9.38287875906299
36493,3.133064031600952,2.6602282524108887,9.367642629324095
36494,3.129460096359253,2.660282611846924,9.352406188248224
36495,3.1260266304016113,2.660244941711426,9.337169962923426
36496,3.1230008602142334,2.6602401733398438,9.321933764908863
36497,3.120004653930664,2.660289764404297,9.306697282867603
36498,3.1172032356262207,2.660261631011963,9.291460961956886
36499,3.114464282989502,2.6602535247802734,9.276224687473615
36500,3.111985206604004,2.6602673530578613,9.260988333790579
36501,3.1119930744171143,2.660266399383545,9.245751985569598
36502,3.2188668251037598,-0.0,9.245751985569598
36503,3.221424102783203,-0.0,9.245751985569598
36504,3.2229902744293213,-0.0,9.245751985569598
36505,3.2243707180023193,-0.0,9.245751985569598
36506,3.2250912189483643,-0.0,9.245751985569598
36507,3.225910186767578,-0.0,9.245751985569598
36508,3.2266592979431152,-0.0,9.245751985569598
36509,3.227142810821533,-0.0,9.245751985569598
36510,3.2274417877197266,-0.0,9.245751985569598
36511,3.227879047393799,-0.0,9.245751985569598
36512,3.2282230854034424,-0.0,9.245751985569598
36513,3.2286376953125,-0.0,9.245751985569598
36514,3.2290523052215576,-0.0,9.245751985569598
36515,3.229221820831299,-0.0,9.245751985569598
36516,3.229387044906616,-0.0,9.245751985569598
36517,3.2296252250671387,-0.0,9.245751985569598
36518,3.229872941970825,-0.0,9.245751985569598
36519,3.230053663253784,-0.0,9.245751985569598
36520,3.2302277088165283,-0.0,9.245751985569598
36521,3.230389356613159,-0.0,9.245751985569598
36522,3.2305431365966797,-0.0,9.245751985569598
36523,3.2307326793670654,-0.0,9.245751985569598
36524,3.230970859527588,-0.0,9.245751985569598
36525,3.230914354324341,-0.0,9.245751985569598
36526,3.2311627864837646,-0.0,9.245751985569598
36527,3.2313740253448486,-0.0,9.245751985569598
36528,3.231353282928467,-0.0,9.245751985569598
36529,3.23160719871521,-0.0,9.245751985569598
36530,3.231595754623413,-0.0,9.245751985569598
36531,3.231729745864868,-0.0,9.245751985569598
36532,3.23195219039917,-0.0,9.245751985569598
36533,3.231926202774048,-0.0,9.245751985569598
36534,3.232210397720337,-0.0,9.245751985569598
36535,3.2322919368743896,-0.0,9.245751985569598
36536,3.232339859008789,-0.0,9.245751985569598
36537,3.2324163913726807,-0.0,9.245751985569598
36538,3.2324955463409424,-0.0,9.245751985569598
36539,3.232726573944092,-0.0,9.245751985569598
36540,3.2327327728271484,-0.0,9.245751985569598
36541,3.232769250869751,-0.0,9.245751985569598
36542,3.232788324356079,-0.0,9.245751985569598
36543,3.312450885772705,-2.0003366470336914,9.257208667396824
36544,3.315999984741211,-2.0002193450927734,9.268664677391627
36545,3.318810224533081,-2.0002565383911133,9.280120900406459
36546,3.3213188648223877,-2.000218391418457,9.29157690493922
36547,3.3235788345336914,-2.0002222061157227,9.303032931320175
36548,3.3256328105926514,-2.000211715698242,9.31448889761856
36549,3.3276207447052,-2.000232696533203,9.325944984082085
36550,3.3296546936035156,-2.0002079010009766,9.337400928532276
36551,3.3313210010528564,-2.0002317428588867,9.348857009533745
36552,3.33322811126709,-2.0002660751342773,9.36031328716912
36553,3.3332245349884033,-2.000258445739746,9.371769521108064
36554,3.2565150260925293,-0.0,9.371769521108064
36555,3.254777431488037,-0.0,9.371769521108064
36556,3.253476858139038,-0.0,9.371769521108064
36557,3.2526397705078125,-0.0,9.371769521108064
36558,3.252033233642578,-0.0,9.371769521108064
36559,3.251542806625366,-0.0,9.371769521108064
36560,3.2512378692626953,-0.0,9.371769521108064
36561,3.250983238220215,-0.0,9.371769521108064
36562,3.250622510910034,-0.0,9.371769521108064
36563,3.250389337539673,-0.0,9.371769521108064
36564,3.2501730918884277,-0.0,9.371769521108064
36565,3.2499947547912598,-0.0,9.371769521108064
36566,3.2498860359191895,-0.0,9.371769521108064
36567,3.2496871948242188,-0.0,9.371769521108064
36568,3.2494888305664062,-0.0,9.371769521108064
36569,3.2493419647216797,-0.0,9.371769521108064
36570,3.249311685562134,-0.0,9.371769521108064
36571,3.249290704727173,-0.0,9.371769521108064
36572,3.2491142749786377,-0.0,9.371769521108064
36573,3.2490620613098145,-0.0,9.371769521108064
36574,3.2488534450531006,-0.0,9.371769521108064
36575,3.2488796710968018,-0.0,9.371769521108064
36576,3.2488300800323486,-0.0,9.371769521108064
36577,3.2487597465515137,-0.0,9.371769521108064
36578,3.248703956604004,-0.0,9.371769521108064
36579,3.248727560043335,-0.0,9.371769521108064
36580,3.2484936714172363,-0.0,9.371769521108064
36581,3.2484710216522217,-0.0,9.371769521108064
36582,3.248375415802002,-0.0,9.371769521108064
36583,3.2484381198883057,-0.0,9.371769521108064
36584,3.2484207153320312,-0.0,9.371769521108064
36585,3.248311996459961,-0.0,9.371769521108064
36586,3.2482807636260986,-0.0,9.371769521108064
36587,3.248361587524414,-0.0,9.371769521108064
36588,3.248059034347534,-0.0,9.371769521108064
36589,3.2480928897857666,-0.0,9.371769521108064
36590,3.2481043338775635,-0.0,9.371769521108064
36591,3.2481980323791504,-0.0,9.371769521108064
36592,3.248002529144287,-0.0,9.371769521108064
36593,3.247973918914795,-0.0,9.371769521108064
36594,3.248051166534424,-0.0,9.371769521108064
36595,3.050722599029541,4.850399971008301,9.343989452545586
36596,3.0404326915740967,4.8504438400268555,9.316209132728702
36597,3.032073974609375,4.850444793701172,9.288428807449776
36598,3.0247881412506104,4.850466251373291,9.260648359274668
36599,3.0180811882019043,4.8504486083984375,9.232868012147534
36600,3.011960029602051,4.850412845611572,9.205087869847347
36601,3.005967617034912,4.850434303283691,9.177307604650991
36602,3.000436544418335,4.850518703460693,9.14952685606302
36603,2.9950108528137207,4.85040283203125,9.121746771114388
36604,2.9897007942199707,4.850460052490234,9.093966358442614
36605,2.9844863414764404,4.850271224975586,9.0661870272572
36606,2.9794864654541016,4.850243091583252,9.038407857202316
36607,2.974465847015381,4.850266456604004,9.010628553327138
36608,2.9695701599121094,4.850311279296875,8.982848992735526
36609,2.964566946029663,4.85034704208374,8.955069227316955
36610,2.9599156379699707,4.850358486175537,8.927289396353743
36611,2.955188751220703,4.850307464599609,8.899509857610326
36612,2.9504201412200928,4.850302219390869,8.871730348908201
36613,2.9457809925079346,4.850339889526367,8.843950624455019
36614,2.9412715435028076,4.850302219390869,8.816171115752894
36615,2.9367897510528564,4.850302219390869,8.78839160705077
36616,2.9322359561920166,4.850283622741699,8.76061220485866
36617,2.927757501602173,4.850371360778809,8.732832300157753
36618,2.92325758934021,4.850284576416016,8.705052892503602
36619,2.918891429901123,4.850295543670654,8.677273422035839
36620,2.914592981338501,4.850295543670654,8.649493951568076
36621,2.910438060760498,4.850315093994141,8.621714369128256
36622,2.906102418899536,4.85029935836792,8.593934876812284
36623,2.902034282684326,4.850314140319824,8.566155299834506
36624,2.8979969024658203,4.850357532501221,8.53837547433335
36625,2.8936994075775146,4.850312232971191,8.510595908279683
36626,2.8899598121643066,4.850347995758057,8.482816137399055
36627,2.8857250213623047,4.850318908691406,8.455036533111013
36628,2.8820037841796875,4.850334167480469,8.427256841430136
36629,2.8782331943511963,4.850327491760254,8.399477187983635
36630,2.8746657371520996,4.850330352783203,8.371697518150967
36631,2.8709723949432373,4.850374221801758,8.343917597063893
36632,2.867518901824951,4.850274085998535,8.316138249492326
36633,2.863971710205078,4.8503594398498535,8.288358413067058
36634,2.860727548599243,4.850275993347168,8.260579054571366
36635,2.8574037551879883,4.8503217697143555,8.23279943389717
36636,2.8543014526367188,4.850301265716553,8.205019930657116
36637,2.8513259887695312,4.850300312042236,8.177240432879088
36638,2.8483593463897705,4.8503217697143555,8.149460812204893
36639,2.8453969955444336,4.850351810455322,8.121681019476057
36640,2.8426320552825928,4.850314140319824,8.093901442498279
36641,2.839960813522339,4.850264549255371,8.066122149547212
36642,2.837373971939087,4.850341796875,8.038342414169918
36643,2.8348541259765625,4.850336074829102,8.010562711564944
36644,2.8324177265167236,4.850339889526367,7.9827829871117615
36645,2.8301870822906494,4.850356578826904,7.955003167072661
36646,2.827969789505005,4.850338935852051,7.92722344808152
36647,2.8258376121520996,4.850339889526367,7.8994437236283375
36648,2.8237879276275635,4.850376129150391,7.871663791617166
36649,2.8214097023010254,4.8503217697143555,7.843884170942971
36650,2.8195998668670654,4.850292682647705,7.816104716861375
36651,2.8176372051239014,4.850353717803955,7.788324913208427
36652,2.815735340118408,4.85032844543457,7.7605452542998705
36653,2.813798666000366,4.850335121154785,7.732765557156938
36654,2.812072277069092,4.850337982177734,7.704985843627867
36655,2.8100497722625732,4.850372314453125,7.677205933464904
36656,2.8083043098449707,4.850351810455322,7.649426140736054
36657,2.806586742401123,4.8503031730651855,7.621646626571888
36658,2.804810047149658,4.850343704223633,7.5938668802704825
36659,2.8031280040740967,4.850281715393066,7.566087489002484
36660,2.8012704849243164,4.850339889526367,7.538307764549302
36661,2.79941463470459,4.850337982177734,7.510528051020216
36662,2.7978994846343994,4.850355625152588,7.482748236443172
36663,2.795947313308716,4.8503546714782715,7.4549684273281684
36664,2.794416666030884,4.850374221801758,7.427188506241109
36665,2.7925868034362793,4.850258827209473,7.399409246062362
36666,2.790863037109375,4.85031795501709,7.371629647236375
36667,2.789201259613037,4.850296497344971,7.3438501713065705
36668,2.7874035835266113,4.850310325622559,7.316070616177001
36669,2.7856650352478027,4.850341796875,7.288290880799707
36670,2.783837080001831,4.850358486175537,7.260511049836495
36671,2.7821178436279297,4.850339889526367,7.2327313253833125
36672,2.780395030975342,4.850307464599609,7.204951786639896
36673,2.778447151184082,4.850294589996338,7.1771723216342025
36674,2.7768173217773438,4.850325584411621,7.149392679111784
36675,2.7750091552734375,4.850317001342773,7.121613085747853
36676,2.7733333110809326,4.850335121154785,7.093833388604935
36677,2.7714192867279053,4.850371360778809,7.066053483904028
36678,2.7696216106414795,4.850337982177734,7.038273770374943
36679,2.7678797245025635,4.8503265380859375,7.010494122390483
36680,2.766040563583374,4.850336074829102,6.982714419785509
36681,2.7643628120422363,4.850372314453125,6.954934509622547
36682,2.762221097946167,4.850371360778809,6.92715460492164
36683,2.7605268955230713,4.850337982177734,6.899374891392554
36684,2.7586746215820312,4.850378036499023,6.871594948457286
36685,2.756864070892334,4.850368499755859,6.843815060142518
36686,2.754988193511963,4.850333213806152,6.816035373923697
36687,2.7531723976135254,4.850366592407227,6.788255496533054
36688,2.7514331340789795,4.850296497344971,6.7604760206032495
36689,2.749401569366455,4.850319862365723,6.732696410853151
36690,2.7473676204681396,4.850339889526367,6.704916686399969
36691,2.7456822395324707,4.850286483764648,6.677137267821706
36692,2.743821144104004,4.850312232971191,6.649357701768039
36693,2.7417280673980713,4.850348949432373,6.621577925425342
36694,2.7399556636810303,4.850310325622559,6.593798370295772
36695,2.737980842590332,4.85029935836792,6.566018877979815
36696,2.736138105392456,4.850386619567871,6.538238885886074
36697,2.734313488006592,4.850341796875,6.51045915050878
36698,2.7325785160064697,4.850324630737305,6.482679513448431
36699,2.7304775714874268,4.850344657897949,6.454899761684985
36700,2.72847056388855,4.850335121154785,6.427120064542052
36701,2.726449489593506,4.850343704223633,6.399340318240661
36702,2.724580764770508,4.850288391113281,6.371560888738287
36703,2.722609281539917,4.8503499031066895,6.343781106933548
36704,2.720643997192383,4.8503594398498535,6.316001270508295
36705,2.718693494796753,4.850378036499023,6.2882213275730265
36706,2.716787099838257,4.850375175476074,6.260441401023911
36707,2.7147905826568604,4.8503217697143555,6.232661780349716
36708,2.712766170501709,4.850337028503418,6.204882072282686
36709,2.7107512950897217,4.850371360778809,6.177102167581765
36710,2.7087321281433105,4.850317001342773,6.149322574217848
36711,2.706723213195801,4.850363731384277,6.121542713213344
36712,2.704737901687622,4.850278854370117,6.093763338331499
36713,2.7027647495269775,4.85036039352417,6.06598349644419
36714,2.7007830142974854,4.850357532501221,6.038203670943048
36715,2.698653221130371,4.85032844543457,6.010424012034491
36716,2.6965811252593994,4.8502702713012695,5.982644686311119
36717,2.6947479248046875,4.850337028503418,5.954864978244075
36718,2.6925346851348877,4.850313186645508,5.927085406728352
36719,2.6905155181884766,4.850312232971191,5.899305840674685
36720,2.6883058547973633,4.8503618240356445,5.871525990594293
36721,2.686213731765747,4.850372314453125,5.84374608043133
36722,2.6841745376586914,4.850384712219238,5.815966099261686
36723,2.6822752952575684,4.85031795501709,5.788186500435714
36724,2.679980516433716,4.850337028503418,5.760406792368684
36725,2.6777961254119873,4.850394248962402,5.732626756578512
36726,2.6758482456207275,4.850315093994141,5.704847174138678
36727,2.6736247539520264,4.8503031730651855,5.677067659974512
36728,2.6715211868286133,4.850337028503418,5.649287951907482
36729,2.6694071292877197,4.850385665893555,5.621507965275782
36730,2.6672418117523193,4.8503499031066895,5.593728183471043
